Stock Code,Stock name, Price, Compared to the previous day,,fluctuation rate,Volume,sell price,buying price,open price, high price, low price
'610037,메리츠 미국채30년 ETN(H),7970,▲,170,2.18,473,8005,7995,7935,7970,7935
'610038,메리츠 레버리지 미국채30년 ETN(H),6260,▲,375,6.37,116010,6260,6255,6145,6270,6130
'610039,메리츠 인버스 미국채30년 ETN(H),12360,▼,-335,-2.64,167,12350,12340,12425,12450,12360
'610040,메리츠 인버스 2X 미국채30년 ETN(H),14915,▼,-885,-5.6,6007,14915,14905,15095,15175,14915
'610041,메리츠 블룸버그 레버리지 WTI선물 ETN(H),15200,▲,150,1,802,15090,15075,15140,15200,15065
'610042,메리츠 블룸버그 인버스 2X WTI선물 ETN(H),18140,▲,80,0.44,23607,18140,18125,18075,18240,17985
'610043,메리츠 천연가스 선물 ETN(H),8335,▲,585,7.55,25311,8335,8315,8325,8370,8310
'610044,메리츠 인버스 천연가스 선물 ETN(H),10715,▼,-840,-7.27,14788,10715,10705,10695,10725,10660
'610053,메리츠 블룸버그 2X 천연가스 선물 ETN(H),16645,▲,2185,15.11,59866,16685,16660,16710,16725,16595
'610054,메리츠 블룸버그 -2X 천연가스 선물 ETN(H),22090,▼,-3785,-14.63,209506,22115,22090,22035,22205,21895
'700002,하나 KRX300 ETN,7665,▲,15,0.2,13144,7680,7665,7630,7665,7630
'700003,하나 KRX BBIG K-뉴딜 ETN,4940,▲,65,1.33,4,4915,4895,4930,4940,4910
'700004,하나 레버리지 KRX BBIG K-뉴딜 ETN,2065, ,0,0,4,2040,2020,2060,2065,2060
'700007,하나 코스닥150 선물 ETN,7205,▲,40,0.56,41438,7150,7145,7190,7205,7170
'700008,하나 인버스 코스닥150 선물 ETN,12685,▲,50,0.4,604689,12695,12690,12625,12705,12560
'700009,하나 레버리지 구리 선물 ETN(H),11130,▼,-90,-0.8,10041,11215,11205,11015,11130,10970
'700010,하나 인버스 2X 구리 선물 ETN(H),27360,▲,10,0.04,0,27380,27360,0,0,0
'700011,하나 레버리지 옥수수 선물 ETN(H),28840,▲,405,1.42,602,28955,28860,28735,28840,28735
'700012,하나 인버스 2X 옥수수 선물 ETN(H),10585,▼,-180,-1.67,378,10585,10565,10610,10625,10570
'700013,하나 레버리지 콩 선물 ETN(H),28470,▲,575,2.06,64,28555,28465,28220,28470,28220
'700014,하나 인버스 2X 콩 선물 ETN(H),11170,▼,-230,-2.02,2041,11200,11170,11320,11325,11150
'700015,하나 S&P 레버리지 WTI원유 선물 ETN,17495,▲,40,0.23,112,17390,17360,17510,17515,17370
'700016,하나 S&P 인버스 2X WTI원유 선물 ETN,20935,▼,-15,-0.07,25063,20935,20905,20875,20995,20820
'700017,하나 레버리지 코스닥150 선물 ETN,20485,▲,180,0.89,2,20110,18805,20505,20505,20485
'700018,하나 인버스 2X 코스닥150 선물 ETN,19370,▲,225,1.18,243559,19350,19340,19165,19370,18985
'700019,하나 블룸버그 2X 천연가스 선물 ETN(H),16660,▲,2240,15.53,46514,16680,16635,16670,16790,16605
'700020,하나 블룸버그 -2X 천연가스 선물 ETN(H),22115,▼,-3760,-14.53,11413,22115,22045,22040,22115,21890
'700001,하나 코스피 변동성추세 추종 양매도 ETN,6715,▼,-10,-0.15,0,6715,6695,0,0,0
'760001,키움 미국달러선물 ETN,11730,▼,-85,-0.72,3,11720,11710,11730,11730,11730
'760002,키움 코스피 200 ETN,9125,▲,65,0.72,0,9135,9125,0,0,0
'760003,키움 코스닥 150 ETN,8655,▼,-45,-0.52,0,8655,8645,0,0,0
'900140,엘브이엠씨홀딩스,2725,▼,-25,-0.91,93296,2725,2720,2750,2775,2705
